"Pop","position","variable","value","winlens"
"All",5000.5,"Pi",0.000123444252407291,7969
"All",6000.5,"Pi",9.10983393043334e-05,8487
"All",7000.5,"Pi",0.000112280879317427,9445
"All",8000.5,"Pi",9.29907488514097e-05,9786
"All",9000.5,"Pi",8.51302259694276e-05,9786
"All",10000.5,"Pi",8.75221861617149e-05,9958
"All",11000.5,"Pi",8.72971933952324e-05,9958
"All",12000.5,"Pi",0.000104227899073045,9958
"All",13000.5,"Pi",0.000115702530163655,9958
"All",14000.5,"Pi",0.000125320970930785,9958
"All",15000.5,"Pi",0.000129145847960988,9958
"All",16000.5,"Pi",0.000118121202403343,9958
"All",17000.5,"Pi",0.000110060765237673,9834
"All",18000.5,"Pi",0.000113854188523768,8834
"All",19000.5,"Pi",0.000128443965544958,8130
"All",20000.5,"Pi",0.000128443965544958,8130
"All",21000.5,"Pi",0.000105662557745816,8130
"All",22000.5,"Pi",9.90256355140101e-05,8130
"All",23000.5,"Pi",8.49250464125254e-05,8130
"All",24000.5,"Pi",8.49250464125254e-05,8130
"All",25000.5,"Pi",8.02401601312503e-05,8130
"All",26000.5,"Pi",9.20212712209273e-05,8130
"All",27000.5,"Pi",7.15003064363149e-05,8296
"All",28000.5,"Pi",6.79462221016789e-05,9296
"All",29000.5,"Pi",7.45519044062733e-05,10000
"All",30000.5,"Pi",0.000121919342793129,10000
"All",31000.5,"Pi",0.000126931792655071,9914
"All",32000.5,"Pi",0.000117294325991051,9912
"All",33000.5,"Pi",0.000125017254151695,9912
"All",34000.5,"Pi",0.000126919731576635,9912
"All",35000.5,"Pi",0.000126919731576635,9912
"All",36000.5,"Pi",0.000115783749695883,9872
"All",37000.5,"Pi",0.000117849125999975,9859
"All",38000.5,"Pi",0.000115434956306229,9732
"All",39000.5,"Pi",0.000107607556909031,9732
"All",40000.5,"Pi",5.53075784505001e-05,9675
"All",41000.5,"Pi",4.69778872636291e-05,9761
"All",42000.5,"Pi",4.69682636054782e-05,9763
"All",43000.5,"Pi",4.68917680621468e-05,9763
"All",44000.5,"Pi",3.90892226423442e-05,9763
"All",45000.5,"Pi",5.3470384788647e-05,9763
"All",46000.5,"Pi",5.90992819941953e-05,9803
"All",47000.5,"Pi",5.90590540325864e-05,9816
"All",48000.5,"Pi",0.000100347935435117,9943
"All",49000.5,"Pi",0.000113323314062674,9943
"All",50000.5,"Pi",0.000114600448095594,10000
"All",51000.5,"Pi",0.000114933755987959,9971
"All",52000.5,"Pi",0.000120682316282567,9971
"All",53000.5,"Pi",0.000113079985730088,9971
"All",54000.5,"Pi",0.000159630216649943,9971
"All",55000.5,"Pi",0.00014786328541106,9945
"All",56000.5,"Pi",0.00014209969620065,9945
"All",57000.5,"Pi",0.000138232271518745,9945
"All",58000.5,"Pi",0.000131079413247844,9945
"All",59000.5,"Pi",0.000117956452798082,9945
"All",60000.5,"Pi",0.000119890165139034,9945
"All",61000.5,"Pi",0.000125213531282904,9974
"All",62000.5,"Pi",0.000181108298156421,9972
"All",63000.5,"Pi",0.000179217267647396,9972
"All",64000.5,"Pi",0.000134487843032934,9972
"All",65000.5,"Pi",0.00013602421753955,9998
"All",66000.5,"Pi",0.00013794767915495,9998
"All",67000.5,"Pi",0.000166164674309022,9998
"All",68000.5,"Pi",0.000133391129308759,9998
"All",69000.5,"Pi",0.000140524744231893,9998
"All",70000.5,"Pi",0.000135295650244845,9958
"All",71000.5,"Pi",0.000131545770803469,9958
"All",72000.5,"Pi",7.23492530420075e-05,9618
"All",73000.5,"Pi",9.30496131134212e-05,9531
"All",74000.5,"Pi",9.31279706823589e-05,9531
"All",75000.5,"Pi",0.000100620521424174,8825
"All",76000.5,"Pi",0.000111021767710871,7825
"All",77000.5,"Pi",7.69959069152323e-05,7619
"All",78000.5,"Pi",8.20440153889872e-05,7619
"All",79000.5,"Pi",7.04039594422222e-05,7619
"All",80000.5,"Pi",7.50092560983232e-05,7659
"All",81000.5,"Pi",7.24983840222338e-05,7659
"All",82000.5,"Pi",6.45923740488376e-05,8001
"All",83000.5,"Pi",3.79139338001473e-05,8086
"All",84000.5,"Pi",4.52685027181963e-05,8055
"All",85000.5,"Pi",5.94579531682735e-05,8761
"All",86000.5,"Pi",5.72686459557433e-05,9761
"All",87000.5,"Pi",5.65973035486255e-05,9537
"All",88000.5,"Pi",5.4448457204486e-05,9207
"All",89000.5,"Pi",5.03115911822457e-05,9207
"All",90000.5,"Pi",4.61747251600055e-05,9207
