"start","end","position","variable","value","Q1Fst","Q3Fst","maxFst"
"1","10000",5000.5,"Fst",0.014439589488661,0,0.0135872591389412,0.023453888051144
"1001","11000",6000.5,"Fst",0.0274944567627494,0,0.0229076799845618,0.0380035655519169
"2001","12000",7000.5,"Fst",0.0160807081318738,0,0.0218753417800324,0.0449647921288705
"3001","13000",8000.5,"Fst",0.016975454213306,0,0.0226558743309604,0.0535898569954296
"4001","14000",9000.5,"Fst",0.0186612383499621,0,0.0248038271084699,0.058232207937843
"5001","15000",10000.5,"Fst",0.0178137482485309,0,0.0237397534462663,0.0558146676647282
"6001","16000",11000.5,"Fst",0.0208006360536652,0,0.0244556928605367,0.0575580272660565
"7001","17000",12000.5,"Fst",0.0182660269905259,0,0.0236015611771979,0.0570537060138262
"8001","18000",13000.5,"Fst",0.0169292305026498,0,0.0214629998549513,0.0534182039232188
"9001","19000",14000.5,"Fst",0.0162732162255251,0,0.0204052306984763,0.0500097229499429
"10001","20000",15000.5,"Fst",0.016410072953532,0,0.0197648889900504,0.0480478470406653
"11001","21000",16000.5,"Fst",0.0096786653715174,0,0.0215305374760945,0.0525098169222591
"12001","22000",17000.5,"Fst",0.0141328315241357,0,0.0131838528023031,0.0228830133153791
"13001","23000",18000.5,"Fst",0.0159001678850451,0,0.0145694736912865,0.0237972949837357
"14001","24000",19000.5,"Fst",0.0153635015363216,0,0.0140607793037968,0.0228299252689496
"15001","25000",20000.5,"Fst",0.0153635015363216,0,0.0140274856860478,0.0229486544493973
"16001","26000",21000.5,"Fst",0.00607613319541589,0,0.0130551505781591,0.0183122122807675
"17001","27000",22000.5,"Fst",0.00521768793242816,0,0.00718009141039364,0.0100135781215736
"18001","28000",23000.5,"Fst",0.00622411110296928,0,0.00675875941163543,0.00936930560433535
"19001","29000",24000.5,"Fst",0.00382898362816797,0,0.00670268893906545,0.00948983980963092
"20001","30000",25000.5,"Fst",0.00267065484456785,0,0.00703967846249149,0.00913707993164981
"21001","31000",26000.5,"Fst",0.00319925598697979,0,0.00639291183706992,0.0086891410748714
"22001","32000",27000.5,"Fst",0.00410134128166917,0,0.00805803722650443,0.0108064870523116
"23001","33000",28000.5,"Fst",0.00384185838731277,0,0.00757269026712863,0.0101532780344782
"24001","34000",29000.5,"Fst",0.00713298956660502,0,0.00820540061819689,0.012388170398183
"25001","35000",30000.5,"Fst",0.0131248583280792,0,0.0301641622855857,0.0707806130864022
"26001","36000",31000.5,"Fst",0.0118646481399711,0,0.0292277719560818,0.068787238211982
"27001","37000",32000.5,"Fst",0.0134560381595309,0,0.0311280669584965,0.0734460488992363
"28001","38000",33000.5,"Fst",0.0134636937202869,0,0.0296565686498051,0.0673182606544612
"29001","39000",34000.5,"Fst",0.0151041820617442,0,0.0293874010002162,0.0679850430141187
"30001","40000",35000.5,"Fst",0.0151041820617442,0,0.0293112125782696,0.0679850430141187
"31001","41000",36000.5,"Fst",0.0160316101621164,0,0.0314607419869266,0.0738320711367635
"32001","42000",37000.5,"Fst",0.0163886013087993,0,0.03103244471721,0.0731303261936754
"33001","43000",38000.5,"Fst",0.0169554333889896,0,0.0320331062943863,0.075743820632046
"34001","44000",39000.5,"Fst",0.0167750297193718,0,0.0356670264163485,0.078296167327359
"35001","45000",40000.5,"Fst",0.012921968183913,0,0.0102058274781458,0.0134993461604331
"36001","46000",41000.5,"Fst",0.0131098448068996,0,0.0104284978759826,0.0139225543884849
"37001","47000",42000.5,"Fst",0.0135089601231835,0,0.0102844425794656,0.0141720734829841
"38001","48000",43000.5,"Fst",0.0174776359319785,0,0.0156503613301735,0.0184873394737711
"39001","49000",44000.5,"Fst",0.0170960333703074,0,0.0164332415853527,0.0175915283020267
"40001","50000",45000.5,"Fst",0.0481129493173333,0,0.0218824575575665,0.0481129493173333
"41001","51000",46000.5,"Fst",0.0446575845190216,0,0.0197500573967729,0.0421455957615423
"42001","52000",47000.5,"Fst",0.0435853819411728,0,0.02027469445762,0.041078081139999
"43001","53000",48000.5,"Fst",0.0373635422548465,0,0.0266406120356011,0.0483238676839574
"44001","54000",49000.5,"Fst",0.0445962034228143,0,0.0233524267212808,0.0444377680058996
"45001","55000",50000.5,"Fst",0.0437975505952871,0,0.023056439581883,0.0438606541356931
"46001","56000",51000.5,"Fst",0.0437975505952871,0,0.0231239667381142,0.0438606541356931
"47001","57000",52000.5,"Fst",0.0412076154844161,0,0.0226081821803996,0.0411916948706258
"48001","58000",53000.5,"Fst",0.0417241621255,0,0.0239723042721985,0.0444998903268261
"49001","59000",54000.5,"Fst",0.0675777133219421,0,0.0217693926149827,0.0430060630019379
"50001","60000",55000.5,"Fst",0.0607534673162237,0,0.0239932696973114,0.0482709800401603
"51001","61000",56000.5,"Fst",0.0627163329547027,0,0.0253446655535657,0.0496933239539769
"52001","62000",57000.5,"Fst",0.0643191973640942,0,0.0260115288516723,0.0510356822983934
"53001","63000",58000.5,"Fst",0.0619030382223636,0,0.0252004104889465,0.0643054161189828
"54001","64000",59000.5,"Fst",0.0600021120598617,0,0.0279604941057522,0.0753661153534454
"55001","65000",60000.5,"Fst",0.0591183454453793,0,0.027481932506567,0.0740446886652276
"56001","66000",61000.5,"Fst",0.0579987767265725,0,0.0257068785313774,0.0725575212244091
"57001","67000",62000.5,"Fst",0.0452454826043165,0,0.0266810387711507,0.0861625448429261
"58001","68000",63000.5,"Fst",0.0453319642229848,0,0.0270847839655849,0.0866341400188864
"59001","69000",64000.5,"Fst",0.0166999871088126,0,0.0323220435407653,0.0815035899148439
"60001","70000",65000.5,"Fst",0.0159488270160209,0,0.0312747771301796,0.0800043179359295
"61001","71000",66000.5,"Fst",0.0157086725893207,0,0.0308681924613943,0.0790088350565846
"62001","72000",67000.5,"Fst",0.0103889536698071,0,0.0322864453820342,0.072657079663683
"63001","73000",68000.5,"Fst",0.00943353879322262,0,0.031924209268084,0.0650341960694458
"64001","74000",69000.5,"Fst",0.015774984008008,0,0.0310437369969252,0.0625864899170652
"65001","75000",70000.5,"Fst",0.0164709391848319,0,0.0322909057194441,0.0652602798344081
"66001","76000",71000.5,"Fst",0.0154512797991059,0,0.03178851583131,0.0655190476679575
"67001","77000",72000.5,"Fst",0.0149346440177833,0,0.0359914057448171,0.0861383122252689
"68001","78000",73000.5,"Fst",0.00733455212727208,0,0.0303062967818243,0.078025902607446
"69001","79000",74000.5,"Fst",0.00586246693425652,0,0.0304194179022487,0.0761011732725086
"70001","80000",75000.5,"Fst",0.0067441245016604,0,0.0307222830162127,0.0768309511767167
"71001","81000",76000.5,"Fst",0.00691130952693408,0,0.0314619204710164,0.0785686463568041
"72001","82000",77000.5,"Fst",0.0181953758069393,0,0.0296030188553696,0.0576506775775514
"73001","83000",78000.5,"Fst",0.0171330370952298,0,0.0278126536949477,0.0545901684389857
"74001","84000",79000.5,"Fst",0,0,0.0220157330642227,0.0649854999369562
"75001","85000",80000.5,"Fst",0,0,0.0211643434602252,0.0598904552392924
"76001","86000",81000.5,"Fst",0,0,0.021947523247827,0.0625644873839228
"77001","87000",82000.5,"Fst",0,0,0.0234705790131247,0.066586802435859
"78001","88000",83000.5,"Fst",0.00272757445011018,0,0.00783814179806752,0.00876872488125691
"79001","89000",84000.5,"Fst",0.000455746969282633,0,0.00461124928247032,0.00495377946835329
"80001","90000",85000.5,"Fst",0,0,0.0249700859511006,0.0617666385055854
"81001","91000",86000.5,"Fst",0,0,0.0244682444043695,0.0589732338745064
"82001","92000",87000.5,"Fst",0,0,0.0252488117629484,0.0609579100145137
"83001","93000",88000.5,"Fst",0,0,0.0272367982862041,0.0658417781759139
"84001","94000",89000.5,"Fst",0,0,0.0280725945197092,0.0698037432749868
"85001","95000",90000.5,"Fst",0,0,0.0317012025323197,0.0741557138392197
"86001","96000",91000.5,"Fst",0,0,0.0330569845763245,0.0778193996098673
"87001","97000",92000.5,"Fst",0,0,0.026688359907727,0.0633332865030417
"88001","98000",93000.5,"Fst",0,0,0.0256726636139572,0.0608851852352076
"89001","99000",94000.5,"Fst",0.0319254658385094,0,0.0421439025071503,0.0858525093601447
"90001","1e+05",95000.5,"Fst",0.0427545275072936,0,0.0445793823115621,0.087974356637195
"91001","101000",96000.5,"Fst",0.0440377689942907,0,0.0476650241288963,0.0921061119174327
"92001","102000",97000.5,"Fst",0.0416542218548203,0,0.0449443948909881,0.0870001218595771
"93001","103000",98000.5,"Fst",0.0403669796434877,0,0.0420786989629454,0.0817022653096694
"94001","104000",99000.5,"Fst",0.0334401063797558,0,0.0327862578197486,0.0702668843248169
"95001","105000",100000.5,"Fst",0.0334401063797558,0,0.0327862578197486,0.0702668843248169
"96001","106000",101000.5,"Fst",0.0333712066376256,0,0.0312300327615073,0.0642136729372845
"97001","107000",102000.5,"Fst",0.0362569871599971,0,0.0335944362068522,0.0689422076957362
"98001","108000",103000.5,"Fst",0.0370760235782949,0,0.0343993849433086,0.0702983571044439
"99001","109000",104000.5,"Fst",0.0110659746877106,0,0.0257191681702283,0.0622242843360361
"100001","110000",105000.5,"Fst",0.0396527470952796,0,0.0252790140599011,0.0571827519942488
"101001","111000",106000.5,"Fst",0.0396527470952796,0,0.0252790140599011,0.0571827519942488
"102001","112000",107000.5,"Fst",0.0327137664607624,0,0.0241806730451066,0.0501589059508681
"103001","113000",108000.5,"Fst",0.0343938598508349,0,0.0256343852157503,0.0532970851716603
"104001","114000",109000.5,"Fst",0.0431977201203271,0,0.0269643780993313,0.0477928189291532
"105001","115000",110000.5,"Fst",0.0431977201203271,0,0.0269643780993313,0.0477928189291532
"106001","116000",111000.5,"Fst",0.0204481172974234,0,0.0317762159126644,0.0706221661547461
"107001","117000",112000.5,"Fst",0.0205608923725249,0,0.033300345427661,0.0733712428135972
"108001","118000",113000.5,"Fst",0.0194384547463042,0,0.0303289098620588,0.0675479588973836
"109001","119000",114000.5,"Fst",0.0195556866285197,0,0.02858830257608,0.063632138281034
"110001","120000",115000.5,"Fst",0,0,0.034506273867976,0.0789440655984603
"111001","121000",116000.5,"Fst",0,0,0.0335942137657388,0.07685649991345
"112001","122000",117000.5,"Fst",0,0,0.0436258392984615,0.115580871009849
"113001","123000",118000.5,"Fst",0,0,0.0426426321310086,0.113396735769015
"114001","124000",119000.5,"Fst",0,0,0.0434688330840696,0.115808482020109
"115001","125000",120000.5,"Fst",0,0,0.0392065923788408,0.120017382750008
"116001","126000",121000.5,"Fst",0,0,0.0383322476250406,0.118588378105504
"117001","127000",122000.5,"Fst",0,0,0.0391630864036494,0.125330049311014
"118001","128000",123000.5,"Fst",0,0,0.0386801227978068,0.125161956433719
"119001","129000",124000.5,"Fst",0,0,0.0377937625483223,0.124456100756438
"120001","130000",125000.5,"Fst",0,0,0.0383849388922856,0.125859501175014
"121001","131000",126000.5,"Fst",0,0,0.0388568302248809,0.127460102150248
"122001","132000",127000.5,"Fst",0,0,0.0366851219651101,0.103865540494517
"123001","133000",128000.5,"Fst",0,0,0.0359972931608619,0.102060144437677
"124001","134000",129000.5,"Fst",0,0,0.0365793345211754,0.103865540494517
"125001","135000",130000.5,"Fst",0,0,0.0316728665250731,0.0942222086090011
"126001","136000",131000.5,"Fst",0,0,0.0336263284730891,0.0994986522911051
"127001","137000",132000.5,"Fst",0,0,0.0249222408151566,0.0694538535825995
"128001","138000",133000.5,"Fst",0,0,0.0271836607360605,0.0766489137141558
"129001","139000",134000.5,"Fst",0,0,0.0389052429052428,0.0789632713355267
"130001","140000",135000.5,"Fst",0,0,0.041749076611462,0.0843676016930911
"131001","141000",136000.5,"Fst",0,0,0.0345579129050938,0.0711175616835994
"132001","142000",137000.5,"Fst",0,0,0.0367835397858493,0.0750462657675863
"133001","143000",138000.5,"Fst",0,0,0.0388944388944388,0.0789632713355267
"134001","144000",139000.5,"Fst",0,0,0.0388944388944388,0.0789632713355267
"135001","145000",140000.5,"Fst",0.0585643605406451,0,0.0540770887822879,0.107483884468586
"136001","146000",141000.5,"Fst",0.0873426241045934,0,0.0578205278104021,0.0979102231137789
"137001","147000",142000.5,"Fst",0.085288846800357,0,0.0565080612023832,0.0956402988707769
"138001","148000",143000.5,"Fst",0.0822977528631673,0,0.0538186076218628,0.0916827490883309
"139001","149000",144000.5,"Fst",0.0809712801661272,0,0.0529780312743377,0.0902233652527348
"140001","150000",145000.5,"Fst",0.0817563202785412,0,0.053395011415254,0.0909472030485112
"141001","151000",146000.5,"Fst",0.0831088535601644,0,0.0542821354188759,0.0927611857891653
"142001","152000",147000.5,"Fst",0.0829847158288034,0,0.0541403247132996,0.0863644745294914
"143001","153000",148000.5,"Fst",0.0812719193932597,0,0.0525053198954359,0.0846282763267961
"144001","154000",149000.5,"Fst",0.0805538336428618,0,0.0521299222070768,0.0839946956484139
"145001","155000",150000.5,"Fst",0.0859635145979178,0,0.0387929762668312,0.0862337749230563
"146001","156000",151000.5,"Fst",0.0334633895882529,0,0.0187290204968096,0.0308714009197101
"147001","157000",152000.5,"Fst",0.0382708813499223,0,0.0163749037463624,0.0282016991818754
"148001","158000",153000.5,"Fst",0.041916646162667,0,0.0170851815634041,0.0327510322362761
"149001","159000",154000.5,"Fst",0.0428664952173691,0,0.0168046726396834,0.0338264099966227
"150001","160000",155000.5,"Fst",0.0418467428041763,0,0.0145967033152471,0.0273939051387123
"151001","161000",156000.5,"Fst",0.0409298211669754,0,0.0142608206638769,0.0267845629547758
"152001","162000",157000.5,"Fst",0.0296422371857527,0,0.0125532230717513,0.0188635201116021
"153001","163000",158000.5,"Fst",0.0300174603783722,0,0.0135509675947296,0.02017382788591
"154001","164000",159000.5,"Fst",0.0310733509444455,0,0.0140207642505531,0.0209409447568221
"155001","165000",160000.5,"Fst",0.026220340434905,0,0.0147789967149708,0.0241772707327774
"156001","166000",161000.5,"Fst",0.0270743713475107,0,0.017988081450632,0.0266208588495721
"157001","167000",162000.5,"Fst",0.0214741520840149,0,0.0209297379986029,0.0268854038279004
"158001","168000",163000.5,"Fst",0.0267770102386415,0,0.0184358362779199,0.02694220545361
"159001","169000",164000.5,"Fst",0.0271509284215656,0,0.0184731426515239,0.0299589228662712
"160001","170000",165000.5,"Fst",0.0245823005292422,0,0.0139308887882904,0.0250565947813655
