"start","end","position","variable","value","Q1Fst","Q3Fst","maxFst"
"1","10000",5000.5,"Fst",0.118424698844279,0,0.0422595147396957,0.11026298997578
"1001","11000",6000.5,"Fst",0.0398835237272407,0,0.0264458502232329,0.0488593411769985
"2001","12000",7000.5,"Fst",0.0271616601345571,0,0.0153013059430749,0.0265277223941003
"3001","13000",8000.5,"Fst",0.0271616601345571,0,0.0153013059430749,0.0265277223941003
"4001","14000",9000.5,"Fst",0.0347590576932904,0,0.0155722572277344,0.024337961311231
"5001","15000",10000.5,"Fst",0.0346401337982254,0,0.0161954735456768,0.0350832143474142
"6001","16000",11000.5,"Fst",0.0369903252536967,0,0.0152228683821895,0.0356539047572063
"7001","17000",12000.5,"Fst",0.0414607987493412,0,0.0156388001501715,0.0362432885907132
"8001","18000",13000.5,"Fst",0.0411432047076622,0,0.0155163034512503,0.0359656700506108
"9001","19000",14000.5,"Fst",0.0407475974007721,0,0.0152574234470487,0.0356062632317516
"10001","20000",15000.5,"Fst",0.0396845378518684,0,0.0154637783091766,0.0352579654949509
"11001","21000",16000.5,"Fst",0.0429424371213206,0,0.0141679012196669,0.0325552769314499
"12001","22000",17000.5,"Fst",0.0510497133728033,0,0.0158028654708767,0.039646986054929
"13001","23000",18000.5,"Fst",0.0523697662922743,0,0.0164713608502262,0.040801168418956
"14001","24000",19000.5,"Fst",0.0559892232324591,0,0.0172176044950303,0.0445157426874596
"15001","25000",20000.5,"Fst",0.0676736773793426,0,0.0198549353870918,0.0410556453749442
"16001","26000",21000.5,"Fst",0.103640999816151,0,0.0261979986674352,0.0645266026129327
"17001","27000",22000.5,"Fst",0.0879264226301711,0,0.0227091003323504,0.057947329175595
"18001","28000",23000.5,"Fst",0.0889275180748049,0,0.0219460906322637,0.0576697858862876
"19001","29000",24000.5,"Fst",0.0951233754316889,0,0.0236042827270383,0.0620361766872627
"20001","30000",25000.5,"Fst",0.0810027686122804,0,0.0214975653772661,0.0410561470658521
"21001","31000",26000.5,"Fst",0.0838176716441339,0,0.0222423394573295,0.042635229645308
"22001","32000",27000.5,"Fst",0.0739104330013423,0,0.0254944608055514,0.0586477786709632
"23001","33000",28000.5,"Fst",0.0845344813032837,0,0.0216034872412442,0.0500432321753476
"24001","34000",29000.5,"Fst",0.0818773096821879,0,0.0239766680434854,0.0619832304966369
"25001","35000",30000.5,"Fst",0.0784346966165148,0,0.0226691594434171,0.0609679486772722
"26001","36000",31000.5,"Fst",0.0813048154431251,0,0.0226751331237561,0.0565673850867175
"27001","37000",32000.5,"Fst",0.0706336088154269,0,0.0208156007503316,0.0575606016244951
"28001","38000",33000.5,"Fst",0.0723047785547786,0,0.0221221048706541,0.0609606545997624
"29001","39000",34000.5,"Fst",0.0697883709484638,0,0.0213426699430616,0.0584720517070406
"30001","40000",35000.5,"Fst",0.0694126620900077,0,0.0211484410787469,0.0579448135203906
"31001","41000",36000.5,"Fst",0.0684725357411587,0,0.0208135165997254,0.0568885761137189
"32001","42000",37000.5,"Fst",0.0672579453067258,0,0.0204838459618272,0.0558701562523864
"33001","43000",38000.5,"Fst",0.0242710023781091,0,0.0224699301132555,0.0650898387903505
"34001","44000",39000.5,"Fst",0,0,0.0239978566676582,0.069174790954609
"35001","45000",40000.5,"Fst",0.0358690834441412,0,0.0266676849264593,0.0727272727272729
"36001","46000",41000.5,"Fst",0.0289472417213122,0,0.0232926259838591,0.0589421887710898
"37001","47000",42000.5,"Fst",0.0336022091417774,0,0.022003049625438,0.0494573837549044
"38001","48000",43000.5,"Fst",0.0317492416582408,0,0.0226832027931103,0.0476717325227962
"39001","49000",44000.5,"Fst",0.0310952782385626,0,0.0238683006905608,0.0451522747415869
"40001","50000",45000.5,"Fst",0.0338772903453137,0,0.0345488592653104,0.0852713178294574
"41001","51000",46000.5,"Fst",0.0311849378221757,0,0.0305813447612423,0.0762467539104057
"42001","52000",47000.5,"Fst",0.031489246710649,0,0.0295302042976523,0.0742004186931504
"43001","53000",48000.5,"Fst",0.0330180057323591,0,0.025925070163509,0.0597239162293762
"44001","54000",49000.5,"Fst",0.0272985588869848,0,0.0206610493498226,0.0468504790393202
"45001","55000",50000.5,"Fst",0.0070816461348373,0,0.0268082751953595,0.0743536454465309
"46001","56000",51000.5,"Fst",0.0142104758586981,0,0.0286453485098289,0.0818351157040315
"47001","57000",52000.5,"Fst",0.0144239971918713,0,0.0299414425795985,0.0828170700469997
"48001","58000",53000.5,"Fst",0.0147190978130366,0,0.0302848782797232,0.0830051763630788
"49001","59000",54000.5,"Fst",0.0116956575402518,0,0.0336467672636998,0.0946146625476877
"50001","60000",55000.5,"Fst",0.00921693389968403,0,0.0322688608391971,0.0891965657230633
"51001","61000",56000.5,"Fst",0.0100176944478503,0,0.032065157790674,0.087233063400629
"52001","62000",57000.5,"Fst",0.00785401044706879,0,0.0332780939022244,0.0912083862744427
"53001","63000",58000.5,"Fst",0.00687343158700315,0,0.0353829912871956,0.0955002877106818
"54001","64000",59000.5,"Fst",0.00202793115240396,0,0.0403434911526445,0.115227560941398
"55001","65000",60000.5,"Fst",0.00102761079619618,0,0.0469308460791899,0.123880908778854
"56001","66000",61000.5,"Fst",0,0,0.0469858964229894,0.125958352025558
"57001","67000",62000.5,"Fst",0,0,0.04782042992811,0.125179569501084
"58001","68000",63000.5,"Fst",0,0,0.0511377937041636,0.130977837098287
"59001","69000",64000.5,"Fst",0,0,0.0497858293939688,0.129639549144945
"60001","70000",65000.5,"Fst",0,0,0.0497740785939022,0.129398069562847
"61001","71000",66000.5,"Fst",0,0,0.0510669263864962,0.133109910880795
"62001","72000",67000.5,"Fst",0,0,0.052244091785061,0.13331138724485
"63001","73000",68000.5,"Fst",0,0,0.0530574512187712,0.134200313791869
"64001","74000",69000.5,"Fst",0,0,0.0572166590018044,0.128666629579383
"65001","75000",70000.5,"Fst",0,0,0.0467105502712481,0.112330067552321
"66001","76000",71000.5,"Fst",0,0,0.043490164021094,0.111634762407239
"67001","77000",72000.5,"Fst",0,0,0.0501488084432388,0.123185968584434
"68001","78000",73000.5,"Fst",0.0431412527291417,0,0.0275831974352992,0.061602945341263
"69001","79000",74000.5,"Fst",0.0431412527291417,0,0.0275831974352992,0.061602945341263
"70001","80000",75000.5,"Fst",0,0,0.211060724112933,0.302763599385545
"71001","81000",76000.5,"Fst",0,0,0.217135588293502,0.311176307346744
"72001","82000",77000.5,"Fst",0,0,0.273589049070689,0.377327377875636
"73001","83000",78000.5,"Fst",0,0,0.285829790871076,0.393006896777272
"74001","84000",79000.5,"Fst",0,0,0.299244600597306,0.410406808301499
"75001","85000",80000.5,"Fst",0,0,0.315009048445348,0.430324669622272
"76001","86000",81000.5,"Fst",0,0,0.264371094563867,0.367345352198925
"77001","87000",82000.5,"Fst",0,0,0.262575252310667,0.364619270991755
